Territory,Gender,Age,Scholarity,Year,N_of_people
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2019,102.804
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2020,91.325
Italia,female,Y45-49,middle school certificate,2011,902.235
Italia,female,Y45-49,middle school certificate,2012,916.982
Italia,female,Y45-49,middle school certificate,2013,932.511
Italia,female,Y45-49,middle school certificate,2014,926.381
Italia,female,Y45-49,middle school certificate,2015,905.658
Italia,female,Y45-49,middle school certificate,2016,888.635
Italia,female,Y45-49,middle school certificate,2017,872.224
Italia,female,Y45-49,middle school certificate,2018,825.419
Italia,female,Y45-49,middle school certificate,2019,794.171
Italia,female,Y45-49,middle school certificate,2020,769.979
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2011,209.707
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2012,229.333
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2013,228.354
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2014,216.82
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2015,198.538
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2016,196.488
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2017,183.543
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2018,164.975
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2019,159.467
Italia,female,Y45-49,diploma 2-3 years (professional qualification),2020,150.19
Italia,female,Y45-49,diploma 4-5 years (maturity),2011,801.87
Italia,female,Y45-49,diploma 4-5 years (maturity),2012,803.968
Italia,female,Y45-49,diploma 4-5 years (maturity),2013,817.949
Italia,female,Y45-49,diploma 4-5 years (maturity),2014,853.841
Italia,female,Y45-49,diploma 4-5 years (maturity),2015,862.751
Italia,female,Y45-49,diploma 4-5 years (maturity),2016,852.473
Italia,female,Y45-49,diploma 4-5 years (maturity),2017,853.119
Italia,female,Y45-49,diploma 4-5 years (maturity),2018,864.055
Italia,female,Y45-49,diploma 4-5 years (maturity),2019,864.384
Italia,female,Y45-49,diploma 4-5 years (maturity),2020,889.751
Italia,female,Y45-49,undergraduate and postgraduate,2011,303.21
Italia,female,Y45-49,undergraduate and postgraduate,2012,337.667
Italia,female,Y45-49,undergraduate and postgraduate,2013,350.154
Italia,female,Y45-49,undergraduate and postgraduate,2014,361.246
Italia,female,Y45-49,undergraduate and postgraduate,2015,400.873
Italia,female,Y45-49,undergraduate and postgraduate,2016,422.34
Italia,female,Y45-49,undergraduate and postgraduate,2017,445.696
Italia,female,Y45-49,undergraduate and postgraduate,2018,491.554
Italia,female,Y45-49,undergraduate and postgraduate,2019,507.017
Italia,female,Y45-49,undergraduate and postgraduate,2020,507.684
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2011,52.057
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2012,50.571
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2013,50.247
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2014,43.904
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2015,38.526
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2016,33.649
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2017,36.544
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2018,29
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2019,27.016
Nord,male,Y45-49,"elementary school certificate, no educational qualifications",2020,24.018
Nord,male,Y45-49,middle school certificate,2011,449.515
Nord,male,Y45-49,middle school certificate,2012,469.269
Nord,male,Y45-49,middle school certificate,2013,475.819
Nord,male,Y45-49,middle school certificate,2014,477.444
Nord,male,Y45-49,middle school certificate,2015,476.069
Nord,male,Y45-49,middle school certificate,2016,471.146
Nord,male,Y45-49,middle school certificate,2017,438.28
Nord,male,Y45-49,middle school certificate,2018,411.826
Nord,male,Y45-49,middle school certificate,2019,412.602
Nord,male,Y45-49,middle school certificate,2020,405.395
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2011,126.914
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2012,134.782
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2013,138.061
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2014,125.306
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2015,121.428
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2016,126.051
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2017,134.113
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2018,130.384
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2019,115.83
Nord,male,Y45-49,diploma 2-3 years (professional qualification),2020,117.883
Nord,male,Y45-49,diploma 4-5 years (maturity),2011,353.185
Nord,male,Y45-49,diploma 4-5 years (maturity),2012,351.042
Nord,male,Y45-49,diploma 4-5 years (maturity),2013,360.764
Nord,male,Y45-49,diploma 4-5 years (maturity),2014,384.733
Nord,male,Y45-49,diploma 4-5 years (maturity),2015,380.974
Nord,male,Y45-49,diploma 4-5 years (maturity),2016,375.692
Nord,male,Y45-49,diploma 4-5 years (maturity),2017,380.728
Nord,male,Y45-49,diploma 4-5 years (maturity),2018,394.072
Nord,male,Y45-49,diploma 4-5 years (maturity),2019,388.578
Nord,male,Y45-49,diploma 4-5 years (maturity),2020,395.159
Nord,male,Y45-49,undergraduate and postgraduate,2011,128.502
Nord,male,Y45-49,undergraduate and postgraduate,2012,133.829
Nord,male,Y45-49,undergraduate and postgraduate,2013,139.882
Nord,male,Y45-49,undergraduate and postgraduate,2014,146.785
Nord,male,Y45-49,undergraduate and postgraduate,2015,156.678
Nord,male,Y45-49,undergraduate and postgraduate,2016,156.294
Nord,male,Y45-49,undergraduate and postgraduate,2017,164.398
Nord,male,Y45-49,undergraduate and postgraduate,2018,181.585
Nord,male,Y45-49,undergraduate and postgraduate,2019,191.012
Nord,male,Y45-49,undergraduate and postgraduate,2020,183.467
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2011,47.698
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2012,38.697
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2013,35.252
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2014,30.6
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2015,26.151
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2016,24.321
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2017,25.563
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2018,21.39
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2019,21.197
Nord,female,Y45-49,"elementary school certificate, no educational qualifications",2020,19.075
Nord,female,Y45-49,middle school certificate,2011,399.43
Nord,female,Y45-49,middle school certificate,2012,410.81
Nord,female,Y45-49,middle school certificate,2013,417.653
Nord,female,Y45-49,middle school certificate,2014,399.625
Nord,female,Y45-49,middle school certificate,2015,391.708
Nord,female,Y45-49,middle school certificate,2016,382.69
Nord,female,Y45-49,middle school certificate,2017,371.938
Nord,female,Y45-49,middle school certificate,2018,349.965
Nord,female,Y45-49,middle school certificate,2019,338.28
Nord,female,Y45-49,middle school certificate,2020,314.334
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2011,148.598
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2012,159.77
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2013,160.994
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2014,154.787
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2015,141.216
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2016,145.941
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2017,138.723
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2018,123.424
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2019,121.216
Nord,female,Y45-49,diploma 2-3 years (professional qualification),2020,112.57
Nord,female,Y45-49,diploma 4-5 years (maturity),2011,366.217
Nord,female,Y45-49,diploma 4-5 years (maturity),2012,364.08
Nord,female,Y45-49,diploma 4-5 years (maturity),2013,373.506
Nord,female,Y45-49,diploma 4-5 years (maturity),2014,402.89
Nord,female,Y45-49,diploma 4-5 years (maturity),2015,406.407
Nord,female,Y45-49,diploma 4-5 years (maturity),2016,399.963
Nord,female,Y45-49,diploma 4-5 years (maturity),2017,396.268
Nord,female,Y45-49,diploma 4-5 years (maturity),2018,399.637
Nord,female,Y45-49,diploma 4-5 years (maturity),2019,399.58
Nord,female,Y45-49,diploma 4-5 years (maturity),2020,430.875
Nord,female,Y45-49,undergraduate and postgraduate,2011,144.137
Nord,female,Y45-49,undergraduate and postgraduate,2012,160.823
Nord,female,Y45-49,undergraduate and postgraduate,2013,167.388
Nord,female,Y45-49,undergraduate and postgraduate,2014,176.965
Nord,female,Y45-49,undergraduate and postgraduate,2015,195.817
Nord,female,Y45-49,undergraduate and postgraduate,2016,200.57
Nord,female,Y45-49,undergraduate and postgraduate,2017,214.183
Nord,female,Y45-49,undergraduate and postgraduate,2018,245.689
Nord,female,Y45-49,undergraduate and postgraduate,2019,250.334
Nord,female,Y45-49,undergraduate and postgraduate,2020,244.192
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2011,34.369
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2012,32.137
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2013,31.452
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2014,28.406
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2015,24.434
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2016,20.175
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2017,23.18
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2018,16.436
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2019,16.142
Nord-ovest,male,Y45-49,"elementary school certificate, no educational qualifications",2020,15.466
Nord-ovest,male,Y45-49,middle school certificate,2011,254.492
Nord-ovest,male,Y45-49,middle school certificate,2012,273.321
Nord-ovest,male,Y45-49,middle school certificate,2013,274.457
Nord-ovest,male,Y45-49,middle school certificate,2014,276.257
Nord-ovest,male,Y45-49,middle school certificate,2015,271.342
Nord-ovest,male,Y45-49,middle school certificate,2016,273.429
Nord-ovest,male,Y45-49,middle school certificate,2017,259.404
Nord-ovest,male,Y45-49,middle school certificate,2018,250.414
Nord-ovest,male,Y45-49,middle school certificate,2019,247.669
Nord-ovest,male,Y45-49,middle school certificate,2020,243.218
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2011,60.137
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2012,60.589
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2013,64.26
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2014,61.142
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2015,63.962
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2016,63.524
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2017,68.1
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2018,64.718
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2019,54.269
Nord-ovest,male,Y45-49,diploma 2-3 years (professional qualification),2020,62.337
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2011,214.12
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2012,213.133
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2013,220.069
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2014,229.629
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2015,223.189
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2016,219.904
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2017,218.632
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2018,222.711
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2019,222.703
Nord-ovest,male,Y45-49,diploma 4-5 years (maturity),2020,222.79
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2011,77.452
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2012,80.174
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2013,84.939
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2014,88.1
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2015,97.628
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2016,96.644
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2017,98.752
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2018,109.167
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2019,115.536
Nord-ovest,male,Y45-49,undergraduate and postgraduate,2020,107.524
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2011,26.392
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2012,21.057
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2013,21.465
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2014,17.759
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2015,16.392
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2016,16.318
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2017,17.408
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2018,12.046
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2019,12.331
Nord-ovest,female,Y45-49,"elementary school certificate, no educational qualifications",2020,12.505
Nord-ovest,female,Y45-49,middle school certificate,2011,224.55
Nord-ovest,female,Y45-49,middle school certificate,2012,227.106
Nord-ovest,female,Y45-49,middle school certificate,2013,234.281
Nord-ovest,female,Y45-49,middle school certificate,2014,230.951
Nord-ovest,female,Y45-49,middle school certificate,2015,225.091
Nord-ovest,female,Y45-49,middle school certificate,2016,226.529
Nord-ovest,female,Y45-49,middle school certificate,2017,217.722
